name,url,price
"Mi A3 (Not just Blue, 128 GB)",https://www.flipkart.com/mi-a3-not-just-blue-128-gb/p/itmc04ef1e3e575e?pid=MOBFJM4ZETXGY6FD&lid=LSTMOBFJM4ZETXGY6FDILIWVD&marketplace=FLIPKART&srno=b_1_10&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFJM4ZETXGY6FD.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹14,999"
"Redmi Note 8 (Moonlight White, 128 GB)",https://www.flipkart.com/redmi-note-8-moonlight-white-128-gb/p/itm16c6c50702ff1?pid=MOBFHGTKWVZGCYGN&lid=LSTMOBFHGTKWVZGCYGNF0SKEX&marketplace=FLIPKART&srno=b_1_11&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFHGTKWVZGCYGN.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹15,955"
"Mi Mix 2 (Black, 128 GB)",https://www.flipkart.com/mi-mix-2-black-128-gb/p/itmeyk8z8cwf6faz?pid=MOBEYCHKGHZJMGJZ&lid=LSTMOBEYCHKGHZJMGJZZYU6YY&marketplace=FLIPKART&srno=b_1_12&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBEYCHKGHZJMGJZ.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹19,999"
"Redmi K20 (Carbon Black, 64 GB)",https://www.flipkart.com/redmi-k20-carbon-black-64-gb/p/itmfgfjtkpnd64gb?pid=MOBFG7UYRCCTB7BA&lid=LSTMOBFG7UYRCCTB7BAWBLU7M&marketplace=FLIPKART&srno=b_1_13&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFG7UYRCCTB7BA.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹21,999"
"Redmi Note 4 (Black, 64 GB)",https://www.flipkart.com/redmi-note-4-black-64-gb/p/itmeqe48766xqzb7?pid=MOBEQ98TABTWXGTD&lid=LSTMOBEQ98TABTWXGTDACUV7N&marketplace=FLIPKART&srno=b_1_14&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBEQ98TABTWXGTD.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹12,999"
"Mi A2 (Gold, 128 GB)",https://www.flipkart.com/mi-a2-gold-128-gb/p/itmfghsgn9hhsjvq?pid=MOBFF7A5SK4JYJ8T&lid=LSTMOBFF7A5SK4JYJ8TORQSVR&marketplace=FLIPKART&srno=b_1_15&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFF7A5SK4JYJ8T.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹13,999"
"Redmi Note 8 (Space Black, 128 GB)",https://www.flipkart.com/redmi-note-8-space-black-128-gb/p/itm16c6c50702ff1?pid=MOBFHHQRQF2A4PS2&lid=LSTMOBFHHQRQF2A4PS2PL1GVM&marketplace=FLIPKART&srno=b_1_16&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFHHQRQF2A4PS2.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹15,750"
"Mi A3 (Not just Blue, 64 GB)",https://www.flipkart.com/mi-a3-not-just-blue-64-gb/p/itm12f5d66d71714?pid=MOBFJM4ZJHVHFR5Q&lid=LSTMOBFJM4ZJHVHFR5QK2O4V5&marketplace=FLIPKART&srno=b_1_17&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFJM4ZJHVHFR5Q.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹14,995"
"Redmi K20 Pro (Flame Red, 128 GB)",https://www.flipkart.com/redmi-k20-pro-flame-red-128-gb/p/itmfg7uysw6gs55a?pid=MOBFG7UYFKHFKBNB&lid=LSTMOBFG7UYFKHFKBNBIBDWWE&marketplace=FLIPKART&srno=b_1_18&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFG7UYFKHFKBNB.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹26,999"
"Redmi Note 8 (Cosmic Purple, 128 GB)",https://www.flipkart.com/redmi-note-8-cosmic-purple-128-gb/p/itm16c6c50702ff1?pid=MOBFN29D7AG4RPZE&lid=LSTMOBFN29D7AG4RPZE6YFS4W&marketplace=FLIPKART&srno=b_1_19&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFN29D7AG4RPZE.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹15,999"
"Redmi K20 Pro (Carbon Black, 128 GB)",https://www.flipkart.com/redmi-k20-pro-carbon-black-128-gb/p/itmfgfjtdjkzgyyr?pid=MOBFG7UYMCBRSQZ8&lid=LSTMOBFG7UYMCBRSQZ8VPP2VS&marketplace=FLIPKART&srno=b_1_20&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFG7UYMCBRSQZ8.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹26,999"
"Mi A2 (Red, 128 GB)",https://www.flipkart.com/mi-a2-red-128-gb/p/itmfghsgrkphksag?pid=MOBFD94CUVXZYMZH&lid=LSTMOBFD94CUVXZYMZH81NSEK&marketplace=FLIPKART&srno=b_1_21&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFD94CUVXZYMZH.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹13,999"
"Redmi K20 Pro (Pearl White, 128 GB)",https://www.flipkart.com/redmi-k20-pro-pearl-white-128-gb/p/itm83312f3173890?pid=MOBFJV2BKJU7EMFW&lid=LSTMOBFJV2BKJU7EMFWKRGTIH&marketplace=FLIPKART&srno=b_1_22&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFJV2BKJU7EMFW.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹26,999"
"Redmi K20 (Glacier Blue, 128 GB)",https://www.flipkart.com/redmi-k20-glacier-blue-128-gb/p/itmfggktx8gy4bcq?pid=MOBFG7UYQAZ4JBTS&lid=LSTMOBFG7UYQAZ4JBTSQ6MH5X&marketplace=FLIPKART&srno=b_1_23&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFG7UYQAZ4JBTS.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹24,999"
"Redmi K20 Pro (Carbon Black, 256 GB)",https://www.flipkart.com/redmi-k20-pro-carbon-black-256-gb/p/itmfgfjtrnmbbyqx?pid=MOBFG7UYUPCPYZMV&lid=LSTMOBFG7UYUPCPYZMVQFWREI&marketplace=FLIPKART&srno=b_1_24&otracker=browse&fm=organic&iid=e4aff7e8-def0-41b1-b9d2-5d34bf21ec42.MOBFG7UYUPCPYZMV.SEARCH&ssid=3z11qi3yyo0000001591261971188,"₹29,999"
